Book,Sentence
Book 2,"I	had	a	real	chance
to	accomplish	something	most	people,	including	myself,	thought	was
impossible."
Book 2,"Still,	there	were	bad	days."
Book 2,"One	morning	not	long	after	I	dipped
below	250,	I	weighed	in	and	had	only	lost	a	pound	from	the	day	before."
Book 2,"I	had	so
much	weight	to	lose	I	could	not	afford	to	plateau."
Book 2,"That’s	all	I	thought	about
while	running	six	miles	and	swimming	two."
Book 2,"I	was	exhausted	and	sore	when	I
arrived	in	the	gym	for	my	typical	three-hour	circuit."
Book 2,"After	rocking	over	100	pull-ups	in	a	series	of	sets,	I	was	back	on	the	bar	for	a
max	set	with	no	ceiling."
Book 2,"Going	in,	my	goal	was	to	get	to	twelve	but	my	hands
were	burning	fire	as	I	stretched	my	chin	over	the	bar	for	the	tenth	time."
Book 2,"For
weeks,	the	temptation	to	pull	back	had	been	ever	present,	and	I	always	refused."
Book 2,"That	day,	however,	the	pain	was	too	much	and	after	my	eleventh	pull-up,	I	gave
in,	dropped	down,	and	finished	my	workout,	one	pull-up	shy."
Book 2,"That	one	rep	stayed	with	me,	along	with	that	one	pound."
Book 2,"I	tried	to	get	them	out
of	my	head	but	they	wouldn’t	leave	me	the	fuck	alone."
Book 2,"They	taunted	me	on	the
drive	home,	and	at	my	kitchen	table	while	I	ate	a	sliver	of	grilled	chicken	and	a
bland,	baked	potato."
Book 2,"I	knew	I	wouldn’t	sleep	that	night	unless	I	did	something
about	it,	so	I	grabbed	my	keys."
Book 2,"“You	cut	corners	and	you	are	not	gonna	fucking	make	it,”	I	said,	out	loud,	as	I
drove	back	to	the	gym."
Book 2,"“There	are	no	shortcuts	for	you,	Goggins!”
I	did	my	entire	pull-up	workout	over	again."
Book 2,"One	missed	pull-up	cost	me	an	extra
250,	and	there	would	be	similar	episodes."
Book 2,"Whenever	I	cut	a	run	or	swim	short
because	I	was	hungry	or	tired,	I’d	always	go	back	and	beat	myself	down	even
harder."
Book 2,That	was	the	only	way	I	could	manage	the	demons	in	my	mind.
Book 2,"Either
way	there	would	be	suffering."
Book 2,"I	had	to	choose	between	physical	suffering	in	the
moment,	and	the	mental	anguish	of	wondering	if	that	one	missed	pull-up,	thatlast	lap	in	the	pool,	the	quarter	mile	I	skipped	on	the	road	or	trail,	would	end	up
costing	me	an	opportunity	of	a	lifetime."
Book 2,It	was	an	easy	choice.
Book 2,"When	it	came	to
the	SEALs,	I	wasn’t	leaving	anything	up	to	chance."
Book 2,"On	the	eve	of	the	ASVAB,	with	four	weeks	to	go	before	training,	making	weight
was	no	longer	a	worry."
Book 2,"I	was	already	down	to	215	pounds	and	was	faster	and
stronger	than	I’d	ever	been."
Book 2,"I	was	running	six	miles	a	day,	bicycling	over	twenty
miles,	and	swimming	more	than	two."
Book 2,All	of	it	in	the	dead	of	winter.
Book 2,"My	favorite
run	was	the	six-mile	Monon	trail,	an	asphalt	bike	and	walking	path	that	laced
through	the	trees	in	Indianapolis."
Book 2,"It	was	the	domain	of	cyclists	and	soccer	moms
with	jogging	strollers,	weekend	warriors	and	seniors."
Book 2,"By	then	Schaljo	had	passed
along	the	Navy	SEAL	warning	order."
Book 2,"It	included	all	the	workouts	I	would	be
expected	to	complete	during	first	phase	of	BUD/S,	and	I	was	happy	to	double
them."
Book 2,"I	knew	that	190	men	usually	class-up	for	a	typical	SEAL	training	and	only
about	forty	people	make	it	all	the	way	through."
Book 2,"I	didn’t	want	to	be	just	one	of
those	forty."
Book 2,I	wanted	to	be	the	best.
Book 2,But	I	had	to	pass	the	damn	ASVAB	first.
Book 2,I’d	been	cramming	every	spare	second.
Book 2,"If	I	wasn’t	working	out,	I	was	at	my	kitchen	table,	memorizing	formulas	and
cycling	through	hundreds	of	vocabulary	words."
Book 2,"With	my	physical	training	going
well,	all	my	anxiety	stuck	to	the	ASVAB	like	paper	clips	to	a	magnet."
Book 2,"This
would	be	my	last	chance	to	take	the	test	before	my	eligibility	for	the	SEALs
expired."
Book 2,"I	wasn’t	very	smart,	and	based	on	past	academic	performance	there	was
no	good	reason	to	believe	I’d	pass	with	a	score	high	enough	to	qualify	for	the
SEALs.	If	I	failed,	my	dream	would	die,	and	I’d	be	floating	without	purpose
once	again."
Book 2,"The	test	was	held	in	a	small	classroom	on	Fort	Benjamin	Harrison	in
Indianapolis."
Book 2,"There	were	about	thirty	people	there,	all	of	us	young."
Book 2,"Most	were
just	out	of	high	school."
Book 2,We	were	each	assigned	an	old-school	desktop	computer.
Book 2,"In	the	past	month,	the	test	had	been	digitized	and	I	wasn’t	experienced	with
computers."
Book 2,"I	didn’t	even	think	I	could	work	the	damn	machine	let	alone	answer
the	questions,	but	the	program	proved	idiot	proof	and	I	settled	in."
Book 2,"The	ASVAB	has	ten	sections,	and	I	was	breezing	through	until	I	reached
Mechanical	Comprehension,	my	truth	serum."
Book 2,"Within	the	hour	I	would	have	a
decent	idea	if	I’d	been	lying	to	myself	or	if	I	had	the	raw	stuff	necessary	to
become	a	SEAL."
Book 2,"Whenever	a	question	stumped	me,	I	marked	my	worksheetwith	a	dash."
Book 2,"There	were	about	thirty	questions	in	that	section	and	by	the	time	I
completed	the	test,	I’d	guessed	at	least	ten	times."
Book 2,"I	needed	some	of	them	to	go
my	way	or	I	was	out."
Book 2,"After	completing	the	final	section,	I	was	prompted	to	send	the	entire	bundle	to
the	administrator’s	computer	at	the	front	of	the	room	where	the	score	would	be
tabulated	instantly."
Book 2,"I	peeked	over	my	monitor	and	saw	him	sitting	there,	waiting."
Book 2,"I	pointed,	clicked,	and	left	the	room."
Book 2,"Buzzing	with	nervous	energy,	I	paced	the
parking	lot	for	a	few	minutes	before	finally	ducking	into	my	Honda	Accord,	but
I	didn’t	start	the	engine."
Book 2,I	couldn’t	leave.
Book 2,I	sat	in	the	front	seat	for	fifteen	minutes	with	a	thousand-yard	stare.
Book 2,"It	would	be
at	least	two	days	before	Schaljo	would	call	with	my	results,	but	the	answer	to	the
riddle	that	was	my	future	was	already	solved."
Book 2,"I	knew	exactly	where	it	was,	and	I
had	to	know	the	truth."
Book 2,"I	gathered	myself,	walked	back	in,	and	approached	the
fortune	teller."
Book 2,"“You	gotta	tell	me	what	I	got	on	this	fucking	test,	man,”	I	said."
Book 2,"He	peered	up	at
me,	surprised,	but	he	didn’t	buckle."
Book 2,"“I’m	sorry,	son."
Book 2,This	is	the	government.
Book 2,"There’s	a	system	for	how	they	do
things,”	he	said."
Book 2,"“I	didn’t	make	the	rules	and	I	can’t	bend	them.”
“Sir,	you	have	no	idea	what	this	test	means	to	me,	to	my	life."
Book 2,"It’s	everything!”
He	looked	into	my	glassy	eyes	for	what	felt	like	five	minutes,	then	turned	toward
his	machine."
Book 2,"“I’m	breaking	every	rule	in	the	book	right	now,”	he	said."
Book 2,"“Goggins,	right?”	I
nodded	and	came	around	behind	his	seat	as	he	scrolled	through	files."
Book 2,"“There	you
are."
Book 2,"Congratulations,	you	scored	65."
Book 2,"That’s	a	great	score.”	He	was	referencing
my	overall,	but	I	didn’t	care	about	that."
Book 2,"Everything	hinged	on	my	getting	a	50-
spot	where	it	counted	most."
Book 2,"“What	did	I	get	on	mechanical	comprehension?”	He	shrugged,	clicked	and
scrolled,	and	there	it	was."
Book 2,My	new	favorite	number	glowed	on	his	screen:	50.
Book 2,“YES!”	I	shouted.
Book 2,"“YES!	YES!”
There	was	still	a	handful	of	others	taking	the	test,	but	this	was	the	happiestmoment	in	my	life	and	I	couldn’t	stifle	it."
Book 2,"I	kept	screaming	“YES!”	at	the	top	of
my	lungs."
Book 2,"The	administrator	damn	near	fell	out	of	his	chair	and	everyone	in	that
room	stared	at	me	like	I	was	crazy."
Book 2,"If	they	only	knew	how	crazed	I’d	been!	For
two	months	I’d	dedicated	my	entire	existence	to	this	one	moment,	and	I	was
damn	well	gonna	enjoy	it."
Book 2,I	rushed	to	my	car	and	screamed	some	more.
Book 2,"“FUCK	YEAH!”
On	my	drive	home	I	called	my	mom."
Book 2,"She	was	the	one	person,	aside	from
Schaljo,	who	witnessed	my	metamorphosis."
Book 2,"“I	fucking	did	it,”	I	told	her,	tears	in
my	eyes."
Book 2,"“I	fucking	did	it!	I’m	going	to	be	a	SEAL.”
When	Schaljo	came	to	work	the	next	day,	he	got	the	news	and	called	me	up."
Book 2,"He’d	sent	in	my	recruitment	package	and	had	just	heard	back	that	I	was	in!	I
could	tell	he	was	happy	for	me,	and	proud	that	what	he	saw	in	me	the	first	time
we	met	turned	out	to	be	real."
Book 2,But	it	wasn’t	all	happy	days.
Book 2,"My	wife	had	given	me	an	implied	ultimatum,	and
now	I	had	a	decision	to	make."
Book 2,"Abandon	the	opportunity	I’d	worked	so	hard	for
and	stay	married,	or	get	divorced	and	go	try	to	become	a	SEAL."
Book 2,"In	the	end,	my
choice	didn’t	have	anything	to	do	with	my	feelings	for	Pam	or	her	father."
Book 2,"He’d
apologized	to	me,	by	the	way."
Book 2,It	was	about	who	I	was	and	who	I	wanted	to	be.
Book 2,"I
was	a	prisoner	in	my	own	my	mind	and	this	opportunity	was	my	only	chance	to
break	free."
Book 2,I	celebrated	my	victory	the	way	any	SEAL	candidate	should.
Book 2,I	put	the	fuck	out.
Book 2,"The	following	morning	and	for	the	next	three	weeks	I	spent	time	in	the	pool,
strapped	with	a	sixteen-pound	weight	belt."
Book 2,"I	swam	underwater	for	fifty	meters	at
a	time	and	walked	the	length	of	the	pool	underwater,	with	a	brick	in	each	hand,
all	on	a	single	breath."
Book 2,The	water	would	not	own	my	ass	this	time.
Book 2,"When	I	was	done,	I’d	swim	a	mile	or	two,	then	head	to	a	pond	near	my	mother’s
home."
Book 2,"Remember,	this	was	Indiana—the	American	Midwest—in	December."
Book 2,"The
trees	were	naked."
Book 2,"Icicles	hung	like	crystals	from	the	eaves	of	houses	and	snow
blanketed	the	earth	in	all	directions,	but	the	pond	wasn’t	completely	frozen	yet."
Book 2,"I
waded	into	the	icy	water,	dressed	in	camo	pants,	a	brown	short	sleeved	t-shirt,
and	boots,	laid	back	and	looked	into	the	gray	sky."
Book 2,"The	hypothermic	water
washed	over	me,	the	pain	was	excruciating,	and	I	fucking	loved	it."
Book 2,"After	a	fewminutes	I	got	out	and	started	running,	water	sloshing	in	my	boots,	sand	in	my
underwear."
Book 2,"Within	seconds	my	t-shirt	was	frozen	to	my	chest,	my	pants	iced	at
the	cuffs."
Book 2,I	hit	the	Monon	trail.
Book 2,"Steam	poured	from	my	nose	and	mouth	as	I	grunted	and
slalomed	speed-walkers	and	joggers."
Book 2,Civilians.
Book 2,"Their	heads	turned	as	I	picked	up
speed	and	began	sprinting,	like	Rocky	in	downtown	Philly."
Book 2,"I	ran	as	fast	as	I
could	for	as	long	as	I	could,	from	a	past	that	no	longer	defined	me,	toward	a
future	undetermined."
Book 2,"All	I	knew	was	that	there	would	be	pain	and	there	would
be	purpose."
Book 2,"And	that	I	was	ready.CHALLENGE	#3
The	first	step	on	the	journey	toward	a	calloused	mind	is	stepping	outside	your
comfort	zone	on	a	regular	basis."
Book 2,"Dig	out	your	journal	again	and	write	down	all
the	things	you	don’t	like	to	do	or	that	make	you	uncomfortable."
Book 2,"Especially	those
things	you	know	are	good	for	you."
Book 2,"Now	go	do	one	of	them,	and	do	it	again."
Book 2,"In	the	coming	pages,	I’ll	be	asking	you	to	mirror	what	you	just	read	to	some
degree,	but	there	is	no	need	for	you	to	find	your	own	impossible	task	and
achieve	it	on	the	fast	track."
Book 2,"This	is	not	about	changing	your	life	instantly,	it’s
about	moving	the	needle	bit	by	bit	and	making	those	changes	sustainable."
Book 2,"That
means	digging	down	to	the	micro	level	and	doing	something	that	sucks	every
day."
Book 2,"Even	if	it’s	as	simple	as	making	your	bed,	doing	the	dishes,	ironing	your
clothes,	or	getting	up	before	dawn	and	running	two	miles	each	day."
Book 2,"Once	that
becomes	comfortable,	take	it	to	five,	then	ten	miles."
Book 2,"If	you	already	do	all	those
things,	find	something	you	aren’t	doing."
Book 2,"We	all	have	areas	in	our	lives	we	either
ignore	or	can	improve	upon."
Book 2,Find	yours.
Book 2,"We	often	choose	to	focus	on	our
strengths	rather	than	our	weaknesses."
Book 2,"Use	this	time	to	make	your	weaknesses
your	strengths."
Book 2,"Doing	things—even	small	things—that	make	you	uncomfortable	will	help	make
you	strong."
Book 2,"The	more	often	you	get	uncomfortable	the	stronger	you’ll	become,
and	soon	you’ll	develop	a	more	productive,	can-do	dialogue	with	yourself	in
stressful	situations."
Book 2,"Take	a	photo	or	video	of	yourself	in	the	discomfort	zone,	post	it	on	social	media
describing	what	you’re	doing	and	why,	and	don’t	forget	to	include	the	hashtags
#discomfortzone	#pathofmostresistance	#canthurtme	#impossibletask.CHAPTER	FOUR
4."
Book 2,"TAKING	SOULS
The	first	concussion	grenade	exploded	at	close	range,	and	from	there	everything
unraveled	in	slow	motion."
Book 2,"One	minute	we	were	chilling	in	the	common	room,
bullshitting,	watching	war	movies,	getting	pumped	up	for	the	battle	we	knew
was	coming."
Book 2,"Then	that	first	explosion	led	to	another,	and	suddenly	Psycho	Pete
was	in	our	faces,	screaming	at	the	top	of	his	lungs,	his	cheeks	flushed	candy
apple	red,	that	vein	in	his	right	temple	throbbing."
Book 2,"When	he	screamed,	his	eyes
bugged	out	and	his	whole	body	shook."
Book 2,"“Break!	The	fuck!	Out!	Move!	Move!	Move!”
My	boat	crew	sprinted	for	the	door	single-file,	just	like	we’d	planned."
Book 2,"Outside,
Navy	SEALs	were	firing	their	M60s	into	the	darkness	toward	some	invisible
enemy."
Book 2,"It	was	the	bad	dream	we’d	been	waiting	for	our	entire	lives:	the	lucid
nightmare	that	would	define	or	kill	us."
Book 2,"Every	impulse	we	had	told	us	to	hit	the
dirt,	but	at	that	moment,	movement	was	our	only	option."
Book 2,"The	repetitive,	deep	bass	thud	of	machine-gun	fire	penetrated	our	guts,	the
orange	halo	from	another	explosion	in	the	near	distance	provided	a	shock	of
violent	beauty,	and	our	hearts	hammered	as	we	gathered	on	the	Grinder	awaiting
orders."
Book 2,"This	was	war	alright,	but	it	wouldn’t	be	fought	on	some	foreign	shore."
Book 2,"This	one,	like	most	battles	we	fight	in	life,	would	be	won	or	lost	in	our	own
minds."
Book 2,"Psycho	Pete	stomped	the	pocked	asphalt,	his	brow	slick	with	sweat,	the	muzzle
of	his	rifle	steaming	in	the	foggy	night."
Book 2,"“Welcome	to	Hell	Week,	gentlemen,”	he
said,	calmly	this	time,	in	that	sing-song	Cali-surfer	drawl	of	his."
Book 2,"He	looked	us	up
and	down	like	a	predator	eyeing	his	kill."
Book 2,"“It	will	be	my	great	pleasure	to	watch
you	suffer.”
Oh,	and	there	would	be	suffering."
Book 2,"Psycho	set	the	tempo,	called	out	the	push-ups,
sit-ups,	and	flutter	kicks,	the	jumping	lunges	and	dive	bombers."
Book 2,"In	between,	heand	his	fellow	instructors	hosed	us	down	with	freezing	water,	cackling	the	whole
damn	time."
Book 2,There	were	countless	reps	and	set	after	set	with	no	end	in	sight.
Book 2,"My	classmates	were	gathered	close,	each	of	us	on	our	own	stenciled	frog
footprints,	overlooked	by	a	statue	of	our	patron	saint:	The	Frogman,	a	scaly	alien
creature	from	the	deep	with	webbed	feet	and	hands,	sharp	claws,	and	a
motherfucking	six-pack."
Book 2,To	his	left	was	the	infamous	brass	bell.
Book 2,"Ever	since	that
morning	when	I	came	home	from	cockroach	duty	and	got	sucked	into	the	Navy
SEAL	show,	it	was	this	place	that	I’d	sought."
Book 2,"The	Grinder:	a	slab	of	asphalt
dripping	with	history	and	misery."
Book 2,"Basic	Underwater	Demolition/SEAL	(BUD/S)	training	is	six	months	long	and
divided	into	three	phases."
Book 2,"First	Phase	is	all	about	physical	training,	or	PT."
Book 2,"Second	Phase	is	dive	training,	where	we	learn	how	to	navigate	underwater	and
deploy	stealthy,	closed	circuit	diving	systems	that	emit	no	bubbles	and	recycle
our	carbon	dioxide	into	breathable	air."
Book 2,Third	Phase	is	land	warfare	training.
Book 2,"But
when	most	people	picture	BUD/S	they	think	of	First	Phase	because	those	are	the
weeks	that	tenderize	new	recruits	until	the	class	is	literally	ground	down	from
about	120	guys	to	the	hard,	gleaming	spine	that	are	the	twenty-five	to	forty	guys
who	are	more	worthy	of	the	Trident."
Book 2,"The	emblem	that	tells	the	world	we	are	not
to	be	fucked	with."
Book 2,"BUD/S	instructors	do	that	by	working	guys	out	beyond	their	perceived	limits,	by
challenging	their	manhood,	and	insisting	on	objective	physical	standards	of
strength,	stamina,	and	agility."
Book 2,Standards	that	are	tested.
Book 2,"In	those	first	three	weeks
of	training	we	had	to,	among	other	things,	climb	a	vertical	ten-meter	rope,
hammer	a	half-mile-long	obstacle	course	studded	with	American	Ninja	Warrior
type	challenges	in	under	ten	minutes,	and	run	four	miles	on	the	sand	in	under
thirty-two	minutes."
Book 2,"But	if	you	ask	me,	all	that	was	child’s	play."
Book 2,"It	couldn’t	even
compare	to	the	crucible	of	First	Phase."
Book 2,Hell	Week	is	something	entirely	different.
Book 2,"It’s	medieval	and	it	comes	at	you	fast,
detonating	in	just	the	third	week	of	training."
Book 2,"When	the	throbbing	ache	in	our
muscles	and	joints	was	ratcheted	up	high	and	we	lived	day	and	night	with	an
edgy,	hyperventilating	feeling	of	our	breath	getting	out	front	of	our	physical
rhythm,	of	our	lungs	inflating	and	deflating	like	canvas	bags	squeezed	tight	in	a
demon’s	fists,	for	130	hours	straight."
Book 2,"That’s	a	test	that	goes	way	beyond	the
physical	and	reveals	your	heart	and	character."
Book 2,"More	than	anything,	it	revealsyour	mindset,	which	is	exactly	what	it’s	designed	to	do."
Book 2,"All	of	this	happened	at	the	Naval	Special	Warfare	Command	Center	on	prissy-
ass	Coronado	Island,	a	Southern	California	tourist	trap	that	tucks	into	slender
Point	Loma	and	shelters	the	San	Diego	Marina	from	the	open	Pacific	Ocean."
Book 2,"But
even	Cali’s	golden	sun	couldn’t	pretty	up	the	Grinder,	and	thank	God	for	that."
Book 2,"I
liked	it	ugly."
Book 2,That	slab	of	agony	was	everything	I’d	ever	wanted.
Book 2,"Not	because	I
loved	to	suffer,	but	because	I	needed	to	know	whether	or	not	I	had	what	it	took
to	belong."
Book 2,"Thing	is,	most	people	don’t."
Book 2,"By	the	time	Hell	Week	started,	at	least	forty	guys	had	already	quit,	and	when
they	did	they	were	forced	to	walk	over	to	the	bell,	ring	it	three	times,	and	place
their	helmet	on	the	concrete."
Book 2,"The	ringing	of	the	bell	was	first	brought	in	during
the	Vietnam	era	because	so	many	guys	were	quitting	during	evolutions	and	just
walking	off	to	the	barracks."
Book 2,"The	bell	was	a	way	to	keep	track	of	guys,	but	since
then	it’s	become	a	ritual	that	a	man	has	to	perform	to	own	the	fact	that	he’s
quitting."
Book 2,"To	the	quitter,	the	bell	is	closure."
Book 2,"To	me,	every	clang	sounded	like
progress."
Book 2,"I	never	liked	Psycho	much,	but	I	couldn’t	quibble	with	the	specifics	of	his	job."
Book 2,He	and	his	fellow	instructors	were	there	to	cull	the	herd.
Book 2,"Plus,	he	wasn’t	going
after	the	runts."
Book 2,"He	was	in	my	face	plenty,	and	guys	bigger	than	me	too."
Book 2,"Even	the
smaller	dudes	were	studs."
Book 2,"I	was	one	man	in	a	fleet	of	alpha	specimens	from	back
East	and	down	South,	the	blue-collar	and	big-money	surf	beaches	of	California,
a	few	from	corn	country	like	me,	and	plenty	from	the	Texas	rangeland."
